AccountID   TotalTransactions TotalAmount
----------- ----------------- ---------------------------------------
1           10                62600.00
2           1                 300.00
3           1                 700.00
4           1                 200.00
5           1                 900.00
6           1                 400.00
7           1                 800.00
8           1                 600.00
9           1                 1000.00
10          1                 500.00
11          1                 750.00
12          1                 350.00
13          1                 650.00
14          1                 450.00
15          1                 850.00
16          1                 550.00
17          1                 950.00
18          1                 650.00
19          1                 1050.00
20          1                 700.00
21          1                 3200.00
22          1                 5100.00
23          1                 2800.00
24          1                 4200.00
25          1                 3900.00
26          1                 4700.00
27          1                 3100.00
28          1                 5500.00
29          1                 2600.00
30          1                 4800.00
31          1                 3300.00
32          1                 4100.00
33          1                 2900.00
34          1                 5200.00
35          1                 3700.00
36          1                 4400.00
37          1                 3000.00
38          1                 4600.00
39          1                 3500.00
40          1                 5000.00
41          1                 3150.00
42          1                 4250.00
43          1                 2750.00
44          1                 5350.00
45          1                 3850.00
46          1                 4550.00
47          1                 3100.00
48          1                 4900.00
49          1                 3400.00
50          1                 5100.00
51          1                 3250.00
52          1                 4350.00
53          1                 2850.00
54          1                 5450.00
55          1                 3950.00
56          1                 4650.00
57          1                 3200.00
58          1                 5000.00
59          1                 3500.00
60          1                 5200.00
61          1                 3100.00
62          1                 4200.00
63          1                 2700.00
64          1                 5300.00
65          1                 3800.00
66          1                 4500.00
67          1                 3050.00
68          1                 4850.00
69          1                 3400.00
70          1                 5050.00
71          1                 3150.00
72          1                 4300.00
73          1                 2900.00
74          1                 5400.00
75          1                 3750.00
76          1                 4600.00
77          1                 3150.00
78          1                 5100.00
79          1                 3550.00
80          1                 5250.00
81          1                 3300.00
82          1                 4400.00
83          1                 2800.00
84          1                 5500.00
85          1                 4000.00
86          1                 4700.00
87          1                 3250.00
88          1                 5150.00
89          1                 3600.00
90          1                 5300.00
91          1                 3200.00
92          1                 4300.00
93          1                 2850.00
94          1                 5400.00
95          1                 3900.00
96          1                 4600.00
97          1                 3100.00
98          1                 4950.00
99          1                 3450.00
100         1                 5100.00
101         1                 3250.00
102         1                 4400.00
103         1                 2950.00
104         1                 5500.00
105         1                 3800.00
106         1                 4650.00
107         1                 3150.00
108         1                 5200.00
109         1                 3600.00
110         1                 5350.00
111         1                 3400.00
112         1                 4500.00
113         1                 2900.00
114         1                 5600.00
115         1                 4100.00
116         1                 4800.00
117         1                 3300.00
118         1                 5250.00
119         1                 3700.00
120         1                 5400.00
121         1                 3350.00
122         1                 4450.00
123         1                 3000.00
124         1                 5550.00
125         1                 4050.00
126         1                 4750.00
127         1                 3200.00
128         1                 5050.00
129         1                 3550.00
130         1                 5200.00
131         1                 3350.00
132         1                 4500.00
133         1                 3050.00
134         1                 5600.00
135         1                 3900.00
136         1                 4750.00
137         1                 3300.00
138         1                 5300.00
139         1                 3700.00
140         1                 5450.00
141         1                 3500.00
142         1                 4600.00
143         1                 3000.00
144         1                 5700.00
145         1                 4200.00
146         1                 4900.00
147         1                 3400.00
148         1                 5350.00
149         1                 3800.00
150         1                 5500.00
151         1                 3450.00
152         1                 4550.00
153         1                 3100.00
154         1                 5650.00
155         1                 4150.00
156         1                 4850.00
157         1                 3300.00
158         1                 5150.00
159         1                 3650.00
160         1                 5300.00
161         1                 3450.00
162         1                 4600.00
163         1                 3150.00
164         1                 5700.00
165         1                 4000.00
166         1                 4850.00
167         1                 3400.00
168         1                 5400.00
169         1                 3800.00
170         1                 5550.00
171         1                 3600.00
172         1                 4700.00
173         1                 3100.00
174         1                 5800.00
175         1                 4300.00
176         1                 5000.00
177         1                 3500.00
178         1                 5450.00
179         1                 3900.00
180         1                 5600.00
181         1                 3550.00
182         1                 4650.00
183         1                 3200.00
184         1                 5750.00
185         1                 4250.00
186         1                 4950.00
187         1                 3400.00
188         1                 5250.00
189         1                 3750.00
190         1                 5400.00
191         1                 3550.00
192         1                 4700.00
193         1                 3250.00
194         1                 5800.00
195         1                 4100.00
196         1                 4950.00
197         1                 3500.00
198         1                 5500.00
199         1                 3900.00
200         1                 5650.00
201         1                 3700.00
202         1                 4800.00
203         1                 3200.00
204         1                 5900.00
205         1                 4400.00
206         1                 5100.00
207         1                 3600.00
208         1                 5550.00
209         1                 4000.00
210         1                 5700.00
211         1                 3650.00
212         1                 4750.00
213         1                 3300.00
214         1                 5850.00
215         1                 4350.00
216         1                 5050.00
217         1                 3500.00
218         1                 5350.00
219         1                 3850.00
220         1                 5500.00

(220 rows affected)


Completion time: 2026-04-20T11:45:44.6564430+07:00
